"japanese","english","context","notes"
"!c01理科!c07の!c02４!c07を強奪した！","","Color-coded menu/UI text",""
"!c01社会!c07の!c02１!c07の単位を手に入れた！","","Portrait: !pffff!e00",""
"!c01社会!c07の!c02１!c07を強奪した！","","Color-coded menu/UI text",""
"!c01社会!c07の!c02２!c07の単位を手に入れた！","","Portrait: !pffff!e00",""
"!c01社会!c07の!c02２!c07を強奪した！","","Color-coded menu/UI text",""
"!c01社会!c07の!c02３!c07の単位を手に入れた！","","Portrait: !pffff!e00",""
"!c01社会!c07の!c02３!c07を強奪した！","","Color-coded menu/UI text",""
"!c01社会!c07の!c02４!c07の単位を手に入れた！","","Portrait: !pffff!e00",""
"!c01社会!c07の!c02４!c07を強奪した！","","Color-coded menu/UI text",""
"!c01美術!c07の!c02１!c07の単位を手に入れた！","","Portrait: !pffff!e00",""
"!c01美術!c07の!c02１!c07を強奪した！","","Color-coded menu/UI text",""
"!c01美術!c07の!c02２!c07の単位を手に入れた！","","Portrait: !pffff!e00",""
"!c01美術!c07の!c02２!c07を強奪した！","","Color-coded menu/UI text",""
"!c01美術!c07の!c02３!c07の単位を手に入れた！","","Portrait: !pffff!e00",""
"!c01美術!c07の!c02３!c07を強奪した！","","Color-coded menu/UI text",""
"!c01聖純女学院の生徒Ａ!c07/「うわぁ！　素敵ねぇ、このチョーカー！/　ご自分でお作りになられたんですか？」","","Portrait: !pffff!e00",""
"!c01聖純女学院の生徒Ｂ!c07/「まぁ、ご立派なんですねぇ！」","","Portrait: !pffff!e00",""
"!c01英語!c07の!c02１!c07の単位を手に入れた！","","Portrait: !pffff!e00",""
"!c01英語!c07の!c02１!c07を強奪した！","","Color-coded menu/UI text",""
"!c01英語!c07の!c02２!c07の単位を手に入れた！","","Portrait: !pffff!e00",""
"!c01英語!c07の!c02２!c07を強奪した！","","Color-coded menu/UI text",""
"!c01英語!c07の!c02３!c07の単位を手に入れた！","","Portrait: !pffff!e00",""
"!c01英語!c07の!c02３!c07を強奪した！","","Color-coded menu/UI text",""
"!c01英語!c07の!c02４!c07の単位を手に入れた！","","Portrait: !pffff!e00",""
"!c01英語!c07の!c02４!c07を強奪した！","","Color-coded menu/UI text",""
"!c01部室棟エリア!c07へ移動させます","","Color-coded menu/UI text",""
"!c01音楽!c07の!c02１!c07の単位を手に入れた！","","Portrait: !pffff!e00",""
"!c01音楽!c07の!c02１!c07を強奪した！","","Color-coded menu/UI text",""
"!c01音楽!c07の!c02２!c07の単位を手に入れた！","","Portrait: !pffff!e00",""
"!c01音楽!c07の!c02２!c07を強奪した！","","Color-coded menu/UI text",""
"!c01音楽!c07の!c02３!c07の単位を手に入れた！","","Portrait: !pffff!e00",""
"!c01音楽!c07の!c02３!c07を強奪した！","","Color-coded menu/UI text",""
"!c01１Ｆエリア!c07へ移動させます","","Color-coded menu/UI text",""
"!c01２人目!c07の学園祭参加申込書を提出してね。","","Portrait: !p0100!e00",""
"!c01２体目!c07のＣＰＵを登録してね！/!c03「ランダム」!c07を選べば、/自動的にＣＰＵが決定されるわよ。","","Portrait: !p0100!e00",""
"!c01２体目!c07のＣＰＵを登録してね！/!c04「ロード」!c07を選べば、今まで作った/ＥＤＩＴキャラをＣＰＵにして遊べるわよ。","","Portrait: !p0100!e00",""
"!c01２番目!c07にプレイする人の/使用するコントローラの/!aボタンを押してください","","Portrait: !pffff!e00",""
"!c01２番目!c07にプレイする人の/使用するコントローラの/!aボタンを押してね！","","Portrait: !p0100!e00",""
"!c01２Ｆエリア!c07へ移動させます","","Color-coded menu/UI text",""
"!c01３Ｆエリア!c07へ移動させます","","Color-coded menu/UI text",""
"!c02ボーナスマス!c07に最初に止まったら、/ボーナスとして!c05５０ポイント!c07もらえるわよ。/ここを目指すのが、勝利への近道ね。","","Color-coded menu/UI text",""
"!c02ボーナスマス!c07はここよ。","","Color-coded menu/UI text",""
"!c02ボーナスマス!c07はここよ！","","Color-coded menu/UI text",""
"!c02人間１人!c07　＋　!c04ＣＰＵ１体!c07の対戦よ！","!c021 Human !c07　＋　!c041 CPU !c07 battle!","1P + 1CPU",""
"!c02人間１人!c07　＋　!c04ＣＰＵ２体!c07の対戦よ！","!c021 Human !c07　＋　!c042 CPUs!c07 battle!","1P + 2CPU",""
"!c02人間１人!c07　＋　!c04ＣＰＵ３体!c07の対戦よ！","!c021 Human !c07　＋　!c043 CPUs!c07 battle!","1P + 3CPU",""
"!c02単位ポイント!c07については、/!c01単位!c07と、!c01単位ビンゴ表!c07が関係してるから、/それをまず、覚えてね。","","Portrait: !p1800!e00",""
"!c02単位ポイント!c07をどれだけ集めたかによって/決まるの。","","Color-coded menu/UI text",""
"!c02届け物『アキラへのチョーカー』!c07を/あずかった。!c01２−Ｃの教室!c07に届けよう！","","Color-coded menu/UI text",""
"!c02届け物『カメラバッグ』!c07をあずかった/!c01新聞部部室!c07に届けよう！","","Color-coded menu/UI text",""
"!c02届け物『ケーキ皿』!c07をあずかった/!c01家庭科室!c07に届けよう！","","Color-coded menu/UI text",""
"!c02届け物『サッカーボール』!c07をあずかった/!c01サッカー部部室!c07に届けよう！","","Color-coded menu/UI text",""
"!c02届け物『バット３本』!c07をあずかった/!c01野球部部室!c07に届けよう！","","Color-coded menu/UI text",""
"!c02届け物『バレーボールマシュマロ』!c07を/あずかった。!c01バレー部部室!c07に届けよう！","","Color-coded menu/UI text",""
"!c02届け物『ロイの腕時計』!c07をあずかった/!c01２−Ｅの教室!c07に届けよう！","","Color-coded menu/UI text",""
"!c02届け物『委員長のレポート』!c07をあずかった/!c01職員室・西!c07に届けよう！","","Color-coded menu/UI text",""
"!c02届け物『密書』!c07をあずかった/!c01生徒会室!c07に届けよう！","","Color-coded menu/UI text",""
"!c02届け物『岩の絵画』!c07をあずかった/!c01美術部!c07に届けよう！","","Color-coded menu/UI text",""
"!c02届け物『差し入れの氷柱』!c07をあずかった/!c01２−Ａの教室!c07に届けよう！","","Color-coded menu/UI text",""
"!c02届け物『忌野家秘術巻物』!c07をあずかった/!c01学長室!c07に届けよう！","","Color-coded menu/UI text",""
"!c02届け物『手作りクッキー』!c07をあずかった/!c01音楽室!c07に届けよう！","","Color-coded menu/UI text",""
"!c02届け物『未返却の本』!c07をあずかった/!c01図書室!c07に届けよう！","","Color-coded menu/UI text",""
"!c02届け物『水泳ビデオ』!c07をあずかった/!c01水泳部部室!c07に届けよう！","","Color-coded menu/UI text",""
"!c02届け物『派手なハンカチ』!c07をあずかった/!c01職員室・東!c07に届けよう！","","Color-coded menu/UI text",""
"!c02届け物『漢のガクラン』!c07をあずかった/!c01２−Ｇの教室!c07に届けよう！","","Color-coded menu/UI text",""
"!c02届け物『調査書』!c07をあずかった/!c01風紀委員室!c07に届けよう！","","Color-coded menu/UI text",""
"!c02届け物『謎のゴミ袋』!c07をあずかった/!c01テニス部部室!c07に届けよう！","","Color-coded menu/UI text",""
"!c02届け物『進路調査書』!c07をあずかった/!c01進路指導室!c07に届けよう！","","Color-coded menu/UI text",""
"!c02届け物『醍醐のお弁当』!c07をあずかった/!c01応援団部室!c07に届けよう！","","Color-coded menu/UI text",""
"!c02届け物『響子のペンダント』!c07をあずかった/!c01保健室!c07に届けよう！","","Color-coded menu/UI text",""
"!c02届け物『骨格標本』!c07をあずかった/!c01理科室!c07に届けよう！","","Color-coded menu/UI text",""
"!c02届け物『魅惑のバッグ』!c07をあずかった/!c01２−Ｆの教室!c07に届けよう！","","Color-coded menu/UI text",""
"!c02３人目!c07の学園祭参加申込書を提出してね。","","Portrait: !p0100!e00",""
"!c02３体目!c07のＣＰＵを登録してね！/!c03「ランダム」!c07を選べば、/自動的にＣＰＵが決定されるわよ。","","Portrait: !p0100!e00",""
"!c02３体目!c07のＣＰＵを登録してね！/!c04「ロード」!c07を選べば、今まで作った/ＥＤＩＴキャラをＣＰＵにして遊べるわよ。","","Portrait: !p0100!e00",""
"!c02３番目!c07にプレイする人の/使用するコントローラの/!aボタンを押してください","","Portrait: !pffff!e00",""
"!c02３番目!c07にプレイする人の/使用するコントローラの/!aボタンを押してね！","","Portrait: !p0100!e00",""
"!c02ＥＤＩＴキャラ!c07で/ＣＰＵ戦のトーナメントを行い、/その順位でも!c01単位ポイント!c07がもらえるわよ。","","Color-coded menu/UI text",""
"!c02ＥＤＩＴキャラ!c07とは関係ないけど、/!c04ＨＰ!c07についても注意してね。/!c04ＨＰ!c07が０になると、一回休みになるから。","","Color-coded menu/UI text",""
"!c02ＥＤＩＴキャラ!c07には、以下の要素があるわ。/パラメータ、必殺技、そして完全燃焼よ。","","Portrait: !p1800!e00",""
"!c02ＥＤＩＴキャラ!c07の作り方について/説明するわね。","","Color-coded menu/UI text",""
"!c02ＥＤＩＴキャラ!c07は、/対戦やトーナメントなどの各モードで/使うことができるわ。","","Color-coded menu/UI text",""
"!c02ＥＤＩＴキャラ!c07を/作ることよ。","","Color-coded menu/UI text",""
"!c03▲：走り　５〜１０移動!c02（ＨＰ−!0!c02）/!c05▼：歩き　１〜　６移動!c07","","Color-coded menu/UI text",""
"!c03「ランダム」!c07を選べば、/自動的にＣＰＵが決定されるわよ。","","Color-coded menu/UI text",""
"!c03『いただきスクープ』!c07を覚えた！","","Color-coded menu/UI text",""
"!c03『ガッツ百倍』!c07を覚えた！","","Color-coded menu/UI text",""
"!c03『ガンつけ１２０％』!c07を覚えた！","","Color-coded menu/UI text",""
"!c03『グランドスラム』!c07を覚えた！","","Color-coded menu/UI text",""
"!c03『シンクロナイズドアタック』!c07を覚えた！","","Color-coded menu/UI text",""
"!c03『ダブル気合弾』!c07を覚えた！","","Color-coded menu/UI text",""
"!c03『トラップＷシュート』!c07を覚えた！","","Color-coded menu/UI text",""
"!c03『ファイト百倍』!c07を覚えた！","","Color-coded menu/UI text",""
"!c03『ラストシンフォニー』!c07を覚えた！","","Color-coded menu/UI text",""
"!c03『ラブ＆ピース』!c07を覚えた！","","Color-coded menu/UI text",""
"!c03『協奏連撃蹴』!c07を覚えた！","","Color-coded menu/UI text",""
"!c03『委員長のワンポイントＡ』!c07を覚えた！","","Color-coded menu/UI text",""
"!c03『島津流　双龍正波拳』!c07を覚えた！","","Color-coded menu/UI text",""
"!c03『残酷斬』!c07を覚えた！","","Color-coded menu/UI text",""
"!c03『活火山』!c07を覚えた！","","Color-coded menu/UI text",""
"!c03『熱血気合砲』!c07を覚えた！","","Color-coded menu/UI text",""
"!c03『男の中の男』!c07を覚えた！","","Color-coded menu/UI text",""
"!c03『究極の矯正術』!c07を覚えた！","","Color-coded menu/UI text",""
"!c03『血゛獄』!c07を覚えた！","","Color-coded menu/UI text",""
"!c03『霧嶋流　十文字殺法』!c07を覚えた！","","Color-coded menu/UI text",""
"!c03『Ｗパワーバスター』!c07を覚えた！","","Color-coded menu/UI text",""
"!c03『Ｗライジングトルネード』!c07を覚えた！","","Color-coded menu/UI text",""
"!c03ジャスキャラ!c07からもらったりも/できるみたいね。","","Color-coded menu/UI text",""
"!c03ジャスキャラ!c07っていうのは……/ジャスティスキャラクターの略ね。/わかってもらえると思うけど。","","Color-coded menu/UI text",""
"!c03ジャスキャラ!c07と同じマスに止まると、/イベントが発生するわ。/イベントの内容に応じて!c00友好度!c07が上がるわ。","","Portrait: !p1800!e00",""
"!c03ジャスキャラ!c07に/教えてもらうことも可能よ。","","Color-coded menu/UI text",""
"!c03ジャスキャラ!c07について/説明するわね。","","Color-coded menu/UI text",""
"!c03ジャスキャラ!c07には、/近づかない方がいいわよ。/!c00友好度!c07が下がることもあるし。","","Color-coded menu/UI text",""
"!c03ジャスキャラ!c07や、/他のプレイヤーがいる場合は/イベントや戦闘が起こるわ。","","Color-coded menu/UI text",""
"!c03ジャスキャラ!c07を!c05パートナー!c07に/すると、有利に戦闘することができるわよ。/いろいろ試してみてね。","","Color-coded menu/UI text",""
"!c03ジャスキャラ!c07を!c05パートナー!c07にすると、/毎ターン、!c00友好度!c07が上がっていくし、/戦闘時に力になってくれるわよ。","","Portrait: !p1800!e00",""
"!c03パラメータ!c07が/すべて２上がった！","","Color-coded menu/UI text",""
"!c03パラメータ!c07が/すべて２下がった！","","Color-coded menu/UI text",""
"!c03パラメータ!c07の合計が!0増えた！","","Portrait: !pffff!e00",""
"!c03パラメータ!c07の合計が!0減った！","","Portrait: !pffff!e00",""
"!c03人間２人!c07　＋　!c04ＣＰＵ１体!c07の対戦よ！","!c032 Humans!c07　＋　!c041 CPU !c07 battle!","2P + 1CPU",""
"!c03人間２人!c07　＋　!c04ＣＰＵ２体!c07の対戦よ！","!c032 Humans!c07　＋　!c042 CPUs!c07 battle!","2P + 2CPU",""
"!c03人間２人!c07の対戦よ！","!c032 Humans!c07 battle!","2P only","!c03=blue"
"!c03体力!c07がレベルアップ！","","Color-coded menu/UI text",""
"!c03体力!c07がレベルダウン！","","Color-coded menu/UI text",""
