"Japanese","English","offset"
"!p0201!e00アハハッ！/そうだね、気持ちが大切なんだよね。/ありがとう、!0！","","0x9767"
"!p0000!e00（よかった……/　いつもの笑顔を取り戻したわ……）","","0x97B0"
"!p0200!e00あっ、!0！/ちょっとお願いがあるんだけど、/聞いてくれない？","","0x97F2"
"!p0000!e00いいけど。/……いや、待って。/内容によるわ。","","0x9837"
"!p0202!e00実は……このお皿を、/家庭科室に届けて欲しいんだけど、/……ダメかな？","","0x986E"
"!p0000!e00何だ、別にそれぐらいならいいわよ。/……でも、どうして自分で/持っていかないの？","","0x98BD"
"!p0201!e00……実はね、家庭科室で作ってたケーキが/あんまりおいしそうだから……つい、ね。/ほら、だって育ち盛りだし！","","0x9916"
"!p0000!e00（……悪事の後始末を/　押しつけられたの……？/　なんてコトを……）","","0x9989"
"!p0000!e00……ちゃんと届けといたわよ。","","0x99D7"
"!p0201!e00ありがとー！/あのお皿、/どうしようか迷ってたんだ。","","0x99FE"
"!p0000!e00（……どうせ迷うなら、ケーキを/　つまみ食いする時じゃないの……？）","","0x9A3B"
"!p0200!e00あっ、!0！/ちょっと、つきあってくれない？","","0x9A90"
"!p0000!e00つ、つきあう……？/（それってもしかして……ドキドキ）","","0x9AC4"
"!p0201!e00実はね、クラスのみんなの為に/買い出しに行く所なんだけど、/どうやって運ぼうかなーって考えてたんだ。","","0x9B04"
"!p0200!e00そしたら、!0がちょうど/目の前を通ってくれるんだもん。/……どうかした？","","0x9B71"
"!p0000!e00……いや、何でもないわ。/どうせそんな事だろうと思ってたし……。","","0x9BC2"
"!p0201!e00何ブツブツ言ってんの！/じゃ、ちゃんとついて来てね！","","0x9C0C"
"!p0201!e00あっ、いっけない！/お金忘れてきちゃった。/ゴメン、私クラスに戻るから！","","0x9C4B"
"!p0201!e00つきあってくれてアリガト！！/またね！","","0x9C9C"
"!p0000!e00ひなた！/私にひなたのツープラトン技を/教えてちょうだい！","","0x9CD3"
"!p0201!e00そんなのカンタンだよ！/自分のガッツを相手にあげるつもりで、/元気よく励ましてあげればオッケーだよ！","","0x9D16"
"!p0201!e00いい？/照れたりしちゃダメだからね！","","0x9D83"
"!p0203!e00ぶぅ〜っ、/も〜なんで私なのよぉ〜っ。","","0x9DB2"
"!p0000!e00どうしたのよ、/そんなに膨れっ面で。/みんな見てるじゃないの。","","0x9DE2"
"!p0203!e00だぁ〜って！/さっきからずーっっと並んでたのに、/私の目の前で売り切れなんだもん！","","0x9E29"
"!p0203!e00もうサイッテー！/どっか気晴らしにいってこようっと！！","","0x9E84"
"!p0000!e00（……そんな事、私にグチらないで……）","","0x9EC4"
"!p0202!e00……おつかれさま、!0。/今日は大変だったね。","","0x9EF7"
"!p0000!e00ひなた……/こんな所に一人でどうしたの？","","0x9F2D"
"!p0202!e00……!0を待ってたんだよ。","","0x9F5F"
"!p0000!e00私を？","","0x9F82"
"!p0201!e00い、いいから。/キャンプファイアーが始まるから、/一緒に行こ！","","0x9F93"
"!p0201!e00あーっ、今日は楽しかったーっ。/ね、!0もそうでしょ？","","0x9FDB"
"!p0000!e00ええ、そうね。/やっぱりみんなで大騒ぎするのが/一番楽しいわよね。","","0xA019"
"!p0200!e00でしょ！/バツや恭介や、ランちゃんや委員長……/みんな生き生きしてたもんね。","","0xA064"
"!p0202!e00……でも、/!0と一緒にいた時間が、/私は一番楽しかったんだよ。","","0xA0B9"
"!p0000!e00ひなた……","","0xA100"
"!p0202!e00知ってる？/!0を待ってる間、/どんなにドキドキしてたか……","","0xA115"
"!p0201!e00でも不思議だよね。/!0の顔を見た途端に、/そんなの全部どっかいっちゃった！","","0xA158"
"!p0202!e00そのかわり……ね、何だか暖かいんだ。/こうして話してるだけで、/ホッとした気分になれるんだよ。","","0xA1AB"
"!p0000!e00それは、私も同じよ。/ひなたの顔を見てる間が、/一番充実した時間なんだから。","","0xA212"
"!p0200!e00ホント！？","","0xA267"
"!p0000!e00ええ。/人待ち顔のひなたを見つけた時は、/気が気じゃなかったもの。","","0xA27C"
"!p0000!e00私も、ひなたと同じ気持ちだよ。","","0xA2C7"
"!p0202!e00なんだか……夢みたいだね、/……!0と、/こんなコトを話してるなんて。","","0xA2F0"
"!p0000!e00ちょっと、夢で終わらせちゃダメよ。/まだまだ私たちは、/これから続いていくんだから！","","0xA33D"
"!p0201!e00そうだよね！/!0の為に、/たっくさんケーキ作ってあげなくちゃ！","","0xA39A"
"!p0000!e00ケ、ケーキね……。","","0xA3E1"
"!p0201!e00大丈夫だって！/!0に食べてもらえば、/ものすごい速さで上達してみせるよ！","","0xA3FE"
"!p0201!e00だから、楽しみにしててね！/私が!0のために、/これからどう変わっていくのかを！！","","0xA44F"
"!p0203!e00おつかれ、!0！/…………あれ、もしかして/本当に疲れてる？","","0xA4A9"
"!p0000!e00ちょっとね……/あれだけ頑張ったのに、/成績はイマイチだったし……","","0xA4EC"
"!p0200!e00そうなんだ。まぁ、/過ぎちゃった事は仕方ないじゃない。/また今度がんばろうよ！","","0xA537"
"!p0201!e00ほら、キャンプファイアーが始まるよ！/そんな顔してないで、一緒に行こ！/後でガッツ入れてあげるからさ！！","","0xA58E"
"!p0000!e00はぁい、恭介。/今日も見回りなの？/せっかくの学園祭なのに大変よね。","","0xA600"
"!p0300!e00そうでもないさ。/こういう騒ぎの場所でこそ、/僕たちの働き甲斐もあるというものさ。","","0xA64D"
"!p0000!e00（へぇ……さすがね。/　じゃ、あまり邪魔をしないでおこっと）","","0xA6A8"
"!p0000!e00しっかし、恭介も本当に忙しいよね。/それじゃあまりクラスの方にも/顔を出せないんじゃない？","","0xA6EF"
"!p0303!e00ああ……それだけが気がかりなんだ。/本来はクラスの活動を/優先させるべきなんだろうけどね。","","0xA752"
"!p0303!e00僕は準備期間ですら、/ほとんど関与する事が/出来なかったからな……。","","0xA7B5"
"!p0000!e00それは仕方ないよ。/恭介は、恭介にしか出来ない事を/やってくれればいいのよ。","","0xA802"
"!p0301!e00フ……大げさだな。/でも、そう言ってくれるだけで/少しは楽になれるものだな……。","","0xA857"
"!p0000!e00恭介は、/相変わらずクラブ活動には/参加していないの？","","0xA8B1"
"!p0300!e00ああ。/今年から僕は風紀委員長になったからね。/とてもそんな時間はとれないな。","","0xA8F0"
"!p0301!e00なにせ、太陽学園には、/問題児がゴロゴロいるからな……。","","0xA947"
"!p0000!e00（……納得）","","0xA989"
"!p0000!e00恭介って……/ジャスティス学園に転校しようと/思った事はないの？","","0xA9A1"
"!p0300!e00いきなりな質問だな。/まぁ、正直言えば考えた時期もあったさ。","","0xA9EA"
"!p0300!e00だけど、僕は気に入っているんだ。/バツやひなたたちが騒がしい、/太陽学園って居場所がね。","","0xAA30"
"!p0301!e00この気持ちが揺るがない限り、/転校する事はないだろうね。","","0xAA91"
"!p0000!e00恭介。/風紀委員ってさぁ、/適当に校内を動き回ってるの？","","0xAAD4"
"!p0300!e00他の委員たちはそうかもしれないけどね。/僕はそんな非効率的な事はしないさ。","","0xAB15"
"!p0000!e00へぇ。/一体どうやってるの？","","0xAB69"
"!p0301!e00簡単さ。/バツやひなたたちの行く所を/把握しておけばいいだけだよ。","","0xAB8F"
"!p0000!e00な、なるほど……/私もリストに載らないように/気をつけるわ……。","","0xABDA"
"!p0000!e00どうしたのよ、その金魚。/ひぃふぅみぃ……十匹もいるじゃない！/全部恭介がとったの？","","0xAC24"
"!p0300!e00ああ、さっきプールでね。/だけど、随分てこずらされたよ。/普通の金魚と全く動きが違うんだ。","","0xAC81"
"!p0301!e00僕がこれほどまでに苦戦するとはね。/誰かが避け方を仕込んだのかな。/……ハハッ、まさかな。","","0xACE4"
"!p0000!e00（……まさか、じゃないかも……）","","0xAD47"
"!p0303!e00!0……/僕たちの店には行ったかい？","","0xAD73"
"!p0303!e00もしまだなら、/「超レアケーキ」は/絶対に食べない方がいい。","","0xAD9F"
"!p0303!e00……僕に言える事はこれだけだ。/くれぐれも食べないようにな。","","0xADE4"
"!p0000!e00（……恭介は行ってしまった。/　何か、ヨロヨロしてたけど、/　……大丈夫かな？）","","0xAE2A"
"!p0303!e00!0！/こっちの方に/誰か走ってこなかったか？","","0xAE8D"
"!p0000!e00ううん、見てないけど……/何かあったの？/そんなに慌てて。","","0xAEC2"
"!p0303!e00実は、盗難の被害が届けられたんだ。/内容はパンやハンバーガーなど、/食品ばかりを狙ったものだ。","","0xAF05"
"!p0303!e00学園祭の雰囲気に水をさす/このような行為を、僕は決して許さない。/何としても犯人を捜し出してみせる！","","0xAF6C"
"!p0000!e00（犯人か……一体誰なんだろ？）","","0xAFD9"
"!pffff!e00犯人は……私よ！/どっかの猫か何かよ/犯人は……あなたよ！！","","0xB003"
"!p0000!e00恭介……ゴメン……","","0xB049"
"!p0303!e00どうしたんだ、!0？/……まさか。/何か心当たりがあるのか？","","0xB066"
"!p0000!e00は、犯人は…………/私なのよぉ！！","","0xB0A9"
"!p0000!e00なんだか無性にお腹が空いてきて、/どうしようもなくなっちゃったの！！/エーンエンエンエン……","","0xB0D5"
"!p0303!e00ふぅ……ワザとらしい芝居は終わりか？/これでも僕は忙しいんだがな。","","0xB13A"
"!p0000!e00あれ、バレてるの？/おっかしいわね。/けっこう自信ある演技だったのに。","","0xB186"
"!p0300!e00キミの事は最初から疑っていないよ。/もし気づいた事でもあれば、/何でも言ってくれ。じゃあな。","","0xB1D5"
"!p0000!e00（面と向かってそんなこと言える所が/　恭介らしいわね……。/　でも、犯人は誰だったのかしら……？）","","0xB23A"
"!p0000!e00犯人ねぇ……/案外、ネコか何かが/くわえていったとかじゃないの？","","0xB2A6"
"!p0303!e00!0……。/どうせなら真面目に考えてくれ。/茶化してもらう為に話したんじゃないぞ。","","0xB2EF"
"!p0000!e00とはいってもねぇ……","","0xB348"
"!pffff!e00!c01ネコ!c07/「ニャ〜〜〜ン♪」","","0xB367"
"!p0300!e00…………","","0xB391"
"!p0000!e00……ネコが、/パンをくわえてたみたいに見えたわよ。","","0xB3A4"
"!p0300!e00……ああ、確かにな……。","","0xB3E0"
"!p0303!e00すまなかった、!0……/考えが足らなかったのは僕の方だ……","","0xB403"
"!p0000!e00そんなに気にしないでよ。/一つ事件が解決したじゃない。/その調子で見回りお願いね！","","0xB445"
"!p0301!e00ああ。/……ありがとう、!0。","","0xB4A0"
"!p0000!e00（ふぅ……どんな形であれ、/　恭介に協力できてよかった）","","0xB4C6"
"!p0000!e00判る……私には判るわ、恭介！/これは推理物の初歩よ！！","","0xB509"
"!p0000!e00こういった場合、第三者を装いつつ/もっとも事件に近い人物が怪しいのよ。/それは……あなたよ、恭介！！","","0xB549"
